       44.,    0.159253866000000E+09,    0.160835374000000E+09,    0.150832072000000E+09,    0.855617450000000E+07,   -0.540027360000000E+08,   -0.602385055000000E+08
       45.,    0.157492668000000E+09,    0.154594776000000E+09,    0.132860714000000E+09,    0.841122775000000E+07,   -0.435333000000000E+08,   -0.534928190000000E+08
       46.,    0.175745096000000E+09,    0.171969338000000E+09,    0.134339196000000E+09,    0.101181023750000E+08,   -0.529388980000000E+08,   -0.655550550000000E+08
       47.,    0.143109952000000E+09,    0.142931556000000E+09,    0.147270728000000E+09,    0.705984525000000E+07,   -0.411907900000000E+08,   -0.495515530000000E+08
       48.,    0.161507224000000E+09,    0.161089802000000E+09,    0.151233904000000E+09,    0.856267237500000E+07,   -0.516156255000000E+08,   -0.626134990000000E+08
       49.,    0.159063160000000E+09,    0.154601104000000E+09,    0.133208752000000E+09,    0.839335087500000E+07,   -0.415818900000000E+08,   -0.552951720000000E+08
       50.,    0.177951678000000E+09,    0.172261834000000E+09,    0.134990256000000E+09,    0.101632585000000E+08,   -0.507775195000000E+08,   -0.677847930000000E+08
       51.,    0.144862044000000E+09,    0.142933164000000E+09,    0.147603284000000E+09,    0.704858000000000E+07,   -0.393236970000000E+08,   -0.513197350000000E+08
       52.,    0.163821022000000E+09,    0.161374616000000E+09,    0.151885692000000E+09,    0.865190250000000E+07,   -0.493603970000000E+08,   -0.648377550000000E+08
       53.,    0.160502508000000E+09,    0.154551184000000E+09,    0.133581318000000E+09,    0.835391200000000E+07,   -0.398330570000000E+08,   -0.569264170000000E+08
       54.,    0.179866694000000E+09,    0.172394192000000E+09,    0.135537536000000E+09,    0.101326987500000E+08,   -0.485921345000000E+08,   -0.698502020000000E+08
       55.,    0.146571000000000E+09,    0.142779288000000E+09,    0.147952504000000E+09,    0.709280412500000E+07,   -0.374322180000000E+08,   -0.528260270000000E+08
       56.,    0.165825352000000E+09,    0.161321016000000E+09,    0.152385810000000E+09,    0.869209450000000E+07,   -0.471170735000000E+08,   -0.669982465000000E+08
       57.,    0.161910496000000E+09,    0.154366508000000E+09,    0.133995270000000E+09,    0.826024212500000E+07,   -0.379577920000000E+08,   -0.583790580000000E+08
       58.,    0.181329264000000E+09,    0.172280256000000E+09,    0.135950926000000E+09,    0.101038555000000E+08,   -0.463708765000000E+08,   -0.717091110000000E+08
       59.,    0.147839972000000E+09,    0.142651856000000E+09,    0.148393728000000E+09,    0.702734662500000E+07,   -0.356238230000000E+08,   -0.544535650000000E+08
       60.,    0.167620282000000E+09,    0.160984040000000E+09,    0.152818382000000E+09,    0.858464725000000E+07,   -0.448747715000000E+08,   -0.688526620000000E+08
       61.,    0.162692556000000E+09,    0.154136884000000E+09,    0.134168936000000E+09,    0.815098462500000E+07,   -0.359606070000000E+08,   -0.596640830000000E+08
       62.,    0.182464348000000E+09,    0.171848378000000E+09,    0.136156278000000E+09,    0.990200825000000E+07,   -0.441080440000000E+08,   -0.733050940000000E+08
       63.,    0.148997708000000E+09,    0.141952796000000E+09,    0.148601064000000E+09,    0.671143250000000E+07,   -0.337622560000000E+08,   -0.558318920000000E+08
       64.,    0.169011100000000E+09,    0.160393762000000E+09,    0.153065744000000E+09,    0.833122118750000E+07,   -0.425161480000000E+08,   -0.704538260000000E+08
       65.,    0.163293060000000E+09,    0.153404568000000E+09,    0.134224944000000E+09,    0.774777412500000E+07,   -0.339136420000000E+08,   -0.609359380000000E+08
       66.,    0.183155764000000E+09,    0.171117876000000E+09,    0.136113046000000E+09,    0.951623262500000E+07,   -0.415986260000000E+08,   -0.746430320000000E+08
       67.,    0.149738524000000E+09,    0.141127892000000E+09,    0.148465792000000E+09,    0.628901537500000E+07,   -0.316457470000000E+08,   -0.568710310000000E+08
       68.,    0.169893542000000E+09,    0.159429172000000E+09,    0.153058666000000E+09,    0.780678550000000E+07,   -0.399698860000000E+08,   -0.719286380000000E+08
       69.,    0.163463028000000E+09,    0.152525176000000E+09,    0.133949640000000E+09,    0.729727950000000E+07,   -0.318334805000000E+08,   -0.618784280000000E+08
       70.,    0.183268174000000E+09,    0.170085386000000E+09,    0.135864642000000E+09,    0.897084162500000E+07,   -0.390076025000000E+08,   -0.758122680000000E+08
       71.,    0.149985120000000E+09,    0.140235636000000E+09,    0.148244196000000E+09,    0.576341475000000E+07,   -0.294751670000000E+08,   -0.578525290000000E+08
       72.,    0.170202018000000E+09,    0.158181682000000E+09,    0.152753976000000E+09,    0.709264718750000E+07,   -0.373450275000000E+08,   -0.730775670000000E+08
       73.,    0.163118016000000E+09,    0.151499224000000E+09,    0.133441894000000E+09,    0.668885637500000E+07,   -0.296368850000000E+08,   -0.627233340000000E+08
       74.,    0.182841908000000E+09,    0.168752498000000E+09,    0.135278358000000E+09,    0.821592681250000E+07,   -0.363118095000000E+08,   -0.766910870000000E+08
       75.,    0.149880076000000E+09,    0.139059588000000E+09,    0.147716888000000E+09,    0.499681712500000E+07,   -0.272944655000000E+08,   -0.586573410000000E+08
       76.,    0.169807902000000E+09,    0.156666160000000E+09,    0.152040580000000E+09,    0.620023743750000E+07,   -0.345505620000000E+08,   -0.740051830000000E+08
       77.,    0.162795220000000E+09,    0.150296892000000E+09,    0.133025614000000E+09,    0.604615037500000E+07,   -0.271095935000000E+08,   -0.635656680000000E+08
       78.,    0.182038918000000E+09,    0.167083184000000E+09,    0.134481869000000E+09,    0.743743837500000E+07,   -0.333068450000000E+08,   -0.775193000000000E+08
       79.,    0.149366216000000E+09,    0.137674656000000E+09,    0.147196744000000E+09,    0.425781918750000E+07,   -0.248038090000000E+08,   -0.594147750000000E+08
       80.,    0.169139408000000E+09,    0.154973432000000E+09,    0.151450180000000E+09,    0.524282225000000E+07,   -0.314626492500000E+08,   -0.748971070000000E+08
       81.,    0.162368864000000E+09,    0.149006180000000E+09,    0.132489386000000E+09,    0.536149100000000E+07,   -0.245353645000000E+08,   -0.643332220000000E+08
       82.,    0.181348838000000E+09,    0.165418462000000E+09,    0.133994653000000E+09,    0.665798050000000E+07,   -0.301745217500000E+08,   -0.783139150000000E+08
       83.,    0.148813380000000E+09,    0.136341404000000E+09,    0.146789888000000E+09,    0.347510725000000E+07,   -0.222000940000000E+08,   -0.601464130000000E+08
       84.,    0.168291614000000E+09,    0.153207592000000E+09,    0.150863780000000E+09,    0.434605643750000E+07,   -0.282923252500000E+08,   -0.757352160000000E+08
       85.,    0.161957172000000E+09,    0.147515524000000E+09,    0.132225668000000E+09,    0.467064937500000E+07,   -0.219777560000000E+08,   -0.649183550000000E+08
       86.,    0.180542864000000E+09,    0.163497040000000E+09,    0.133313639000000E+09,    0.590962937500000E+07,   -0.269605965000000E+08,   -0.790728110000000E+08
       87.,    0.148170496000000E+09,    0.134887408000000E+09,    0.146397472000000E+09,    0.288374550000000E+07,   -0.197155400000000E+08,   -0.609170860000000E+08
       88.,    0.167337836000000E+09,    0.151324344000000E+09,    0.150300618000000E+09,    0.349542143750000E+07,   -0.251137762500000E+08,   -0.765469540000000E+08
       89.,    0.161838432000000E+09,    0.146123384000000E+09,    0.131829372000000E+09,    0.420684750000000E+07,   -0.190809000000000E+08,   -0.656280530000000E+08
       90.,    0.180190560000000E+09,    0.161538658000000E+09,    0.132893832000000E+09,    0.517745675000000E+07,   -0.237267747500000E+08,   -0.799106330000000E+08
       91.,    0.147873484000000E+09,    0.133448218000000E+09,    0.146479928000000E+09,    0.221992812500000E+07,   -0.170064375000000E+08,   -0.618109420000000E+08
       92.,    0.166775358000000E+09,    0.149522772000000E+09,    0.150118794000000E+09,    0.281939009375000E+07,   -0.218299035000000E+08,   -0.774559460000000E+08
       93.,    0.162175160000000E+09,    0.144519444000000E+09,    0.132125994000000E+09,    0.356437712500000E+07,   -0.164378755000000E+08,   -0.668317550000000E+08
       94.,    0.180602952000000E+09,    0.159711808000000E+09,    0.133148264000000E+09,    0.445596575000000E+07,   -0.203091460000000E+08,   -0.810705160000000E+08
       95.,    0.147909608000000E+09,    0.131918898000000E+09,    0.146706660000000E+09,    0.177759881250000E+07,   -0.142572935000000E+08,   -0.626891180000000E+08
       96.,    0.166683244000000E+09,    0.147557870000000E+09,    0.150301576000000E+09,    0.224109081250000E+07,   -0.184087177500000E+08,   -0.785945850000000E+08
       97.,    0.162827204000000E+09,    0.142975880000000E+09,    0.132544806000000E+09,    0.309732037500000E+07,   -0.136450595000000E+08,   -0.680816100000000E+08
       98.,    0.181518056000000E+09,    0.157714210000000E+09,    0.133571807000000E+09,    0.382337431250000E+07,   -0.169963445000000E+08,   -0.824049580000000E+08
       99.,    0.148380424000000E+09,    0.130433908000000E+09,    0.147293672000000E+09,    0.138338040625000E+07,   -0.115494447500000E+08,   -0.637247820000000E+08
      100.,    0.167300162000000E+09,    0.145746240000000E+09,    0.151057338000000E+09,    0.177504175000000E+07,   -0.151344316250000E+08,   -0.798624930000000E+08
      101.,    0.163935976000000E+09,    0.141316028000000E+09,    0.133272154000000E+09,    0.247542356250000E+07,   -0.111901667500000E+08,   -0.691662500000000E+08
      102.,    0.182973772000000E+09,    0.155801976000000E+09,    0.134311736000000E+09,    0.322996740625000E+07,   -0.138466302500000E+08,   -0.837449670000000E+08
      103.,    0.149260952000000E+09,    0.129041540000000E+09,    0.148314940000000E+09,    0.112612675000000E+07,   -0.924123375000000E+07,   -0.647301370000000E+08
      104.,    0.168467934000000E+09,    0.144043804000000E+09,    0.152236454000000E+09,    0.140871262500000E+07,   -0.121162941250000E+08,   -0.812492230000000E+08
      105.,    0.165341832000000E+09,    0.139986024000000E+09,    0.134198214000000E+09,    0.209821534375000E+07,   -0.872994375000000E+07,   -0.702247280000000E+08
      106.,    0.184826730000000E+09,    0.154108872000000E+09,    0.135421174000000E+09,    0.270742896875000E+07,   -0.109690742500000E+08,   -0.852399690000000E+08
      107.,    0.150503708000000E+09,    0.127794362000000E+09,    0.149809936000000E+09,    0.926221781250000E+06,   -0.711370012500000E+07,   -0.660029920000000E+08
      108.,    0.170046822000000E+09,    0.142417652000000E+09,    0.153721378000000E+09,    0.110880210156250E+07,   -0.937088200000000E+07,   -0.827273160000000E+08
      109.,    0.166889192000000E+09,    0.138660008000000E+09,    0.135118396000000E+09,    0.165370543750000E+07,   -0.662934825000000E+07,   -0.712461520000000E+08
      110.,    0.186895450000000E+09,    0.152645102000000E+09,    0.136684888000000E+09,    0.209173162500000E+07,   -0.838040118750000E+07,   -0.866400900000000E+08
      111.,    0.151845176000000E+09,    0.126527490000000E+09,    0.151459532000000E+09,    0.813698609375000E+06,   -0.512032650000000E+07,   -0.671530640000000E+08
      112.,    0.171917676000000E+09,    0.140992706000000E+09,    0.155486570000000E+09,    0.873479046875000E+06,   -0.693019993750000E+07,   -0.841655390000000E+08
      113.,    0.168364008000000E+09,    0.137572236000000E+09,    0.136102968000000E+09,    0.127572159375000E+07,   -0.471335950000000E+07,   -0.722292820000000E+08
      114.,    0.188909878000000E+09,    0.151362564000000E+09,    0.137930160000000E+09,    0.156502534375000E+07,   -0.597046418750000E+07,   -0.879060210000000E+08
      115.,    0.152734752000000E+09,    0.125365052000000E+09,    0.152666676000000E+09,    0.508636976562500E+06,   -0.354858837500000E+07,   -0.681884000000000E+08
      116.,    0.173778066000000E+09,    0.139974890000000E+09,    0.157235670000000E+09,    0.652181640625000E+06,   -0.476178556250000E+07,   -0.855841420000000E+08
      117.,    0.169705748000000E+09,    0.136972556000000E+09,    0.137283812000000E+09,    0.839099921875000E+06,   -0.313108956250000E+07,   -0.731487260000000E+08
      118.,    0.190496268000000E+09,    0.150360962000000E+09,    0.138940422000000E+09,    0.100990275000000E+07,   -0.382192093750000E+07,   -0.889373210000000E+08
      119.,    0.154162832000000E+09,    0.124551912000000E+09,    0.154110248000000E+09,    0.239346031250000E+06,   -0.219414937500000E+07,   -0.688583140000000E+08
      120.,    0.175382338000000E+09,    0.139011718000000E+09,    0.158685196000000E+09,    0.342090011718750E+06,   -0.308220875000000E+07,   -0.865534190000000E+08
      121.,    0.171197040000000E+09,    0.136907488000000E+09,    0.138307896000000E+09,    0.529942062500000E+06,   -0.130803384375000E+07,   -0.737883660000000E+08
      122.,    0.191635824000000E+09,    0.149737354000000E+09,    0.139733118000000E+09,    0.470454746093750E+06,   -0.200770321875000E+07,   -0.895889980000000E+08
      123.,    0.155707540000000E+09,    0.124292426000000E+09,    0.155298108000000E+09,    0.163495001953125E+06,   -0.886923000000000E+06,   -0.694811260000000E+08
      124.,    0.176494700000000E+09,    0.138320076000000E+09,    0.159732082000000E+09,    0.161539476562500E+06,   -0.148696562500000E+07,   -0.871634580000000E+08
      125.,    0.170033472000000E+09,    0.135990344000000E+09,    0.137147832000000E+09,    0.230979757812500E+06,    0.239310265625000E+06,   -0.740285760000000E+08
      126.,    0.192534048000000E+09,    0.150029500000000E+09,    0.140380988000000E+09,    0.185184604492188E+05,    0.543957392578125E+05,   -0.901503960000000E+08
      127.,    0.154573352000000E+09,    0.123937432000000E+09,    0.154736088000000E+09,    0.104630082031250E+06,    0.286211578125000E+06,   -0.691994840000000E+08
      128.,    0.177414976000000E+09,    0.138701540000000E+09,    0.160339544000000E+09,    0.239258613281250E+05,    0.991340429077148E+05,   -0.876673660000000E+08
      129.,    0.120780604000000E+09,    0.134215100000000E+09,    0.170144960000000E+09,    0.121899270000000E+08,   -0.554561440000000E+08,   -0.316214760000000E+08
      130.,    0.139092248000000E+09,    0.156227840000000E+09,    0.180017280000000E+09,    0.149535582500000E+08,   -0.726721760000000E+08,   -0.418242000000000E+08
      131.,    0.122084086000000E+09,    0.135915216000000E+09,    0.171195452000000E+09,    0.125281710000000E+08,   -0.551447840000000E+08,   -0.323717140000000E+08
      132.,    0.138389870000000E+09,    0.155392350000000E+09,    0.179083432000000E+09,    0.148145691250000E+08,   -0.715799250000000E+08,   -0.425448755000000E+08
      133.,    0.121304190000000E+09,    0.134654692000000E+09,    0.169402632000000E+09,    0.117495142500000E+08,   -0.540968070000000E+08,   -0.327352890000000E+08
      134.,    0.138522324000000E+09,    0.154802046000000E+09,    0.177564294000000E+09,    0.141557017500000E+08,   -0.704427700000000E+08,   -0.432769205000000E+08
      135.,    0.121251266000000E+09,    0.133473832000000E+09,    0.167491748000000E+09,    0.109588802500000E+08,   -0.529985860000000E+08,   -0.331518845000000E+08
      136.,    0.138662710000000E+09,    0.153569544000000E+09,    0.175500800000000E+09,    0.131568357500000E+08,   -0.689823110000000E+08,   -0.437876500000000E+08
      137.,    0.122075520000000E+09,    0.133297516000000E+09,    0.165871208000000E+09,    0.100684375000000E+08,   -0.517897030000000E+08,   -0.338253540000000E+08
      138.,    0.138696730000000E+09,    0.152394968000000E+09,    0.173558168000000E+09,    0.120298535000000E+08,   -0.669387050000000E+08,   -0.446959780000000E+08
      139.,    0.122423392000000E+09,    0.132420924000000E+09,    0.163976708000000E+09,    0.901063300000000E+07,   -0.499745170000000E+08,   -0.347162640000000E+08
      140.,    0.139010382000000E+09,    0.151191016000000E+09,    0.171161042000000E+09,    0.106827600000000E+08,   -0.644997400000000E+08,   -0.459016455000000E+08
      141.,    0.122845584000000E+09,    0.131694962000000E+09,    0.162140272000000E+09,    0.805105662500000E+07,   -0.480223000000000E+08,   -0.358999930000000E+08
      142.,    0.139625586000000E+09,    0.150335828000000E+09,    0.169124796000000E+09,    0.952791662500000E+07,   -0.619591385000000E+08,   -0.473190280000000E+08
      143.,    0.123864802000000E+09,    0.131143510000000E+09,    0.160694232000000E+09,    0.730996662500000E+07,   -0.459847260000000E+08,   -0.371177690000000E+08
      144.,    0.140500234000000E+09,    0.149765978000000E+09,    0.167470002000000E+09,    0.856288912500000E+07,   -0.591903820000000E+08,   -0.491795425000000E+08
      145.,    0.124748586000000E+09,    0.131122054000000E+09,    0.159631684000000E+09,    0.684717275000000E+07,   -0.437362830000000E+08,   -0.387661790000000E+08
      146.,    0.141827370000000E+09,    0.149492228000000E+09,    0.166446224000000E+09,    0.799265506250000E+07,   -0.566008145000000E+08,   -0.511640165000000E+08
      147.,    0.126172906000000E+09,    0.130912738000000E+09,    0.158977808000000E+09,    0.659097812500000E+07,   -0.417187270000000E+08,   -0.404143820000000E+08
      148.,    0.143542430000000E+09,    0.149608490000000E+09,    0.165943262000000E+09,    0.772288706250000E+07,   -0.539101020000000E+08,   -0.535044910000000E+08
      149.,    0.127639670000000E+09,    0.131166018000000E+09,    0.158918880000000E+09,    0.660055162500000E+07,   -0.396398910000000E+08,   -0.423182320000000E+08
      150.,    0.145594922000000E+09,    0.149755230000000E+09,    0.165939522000000E+09,    0.772324568750000E+07,   -0.515367905000000E+08,   -0.557639760000000E+08
      151.,    0.129501922000000E+09,    0.130997642000000E+09,    0.159057316000000E+09,    0.664846687500000E+07,   -0.378296520000000E+08,   -0.440957820000000E+08
      152.,    0.147890976000000E+09,    0.149963178000000E+09,    0.166280104000000E+09,    0.791605025000000E+07,   -0.491341805000000E+08,   -0.581534705000000E+08
      153.,    0.131383548000000E+09,    0.130922752000000E+09,    0.159241988000000E+09,    0.679654537500000E+07,   -0.359193500000000E+08,   -0.456987380000000E+08
      154.,    0.150113364000000E+09,    0.149944206000000E+09,    0.166744088000000E+09,    0.808598012500000E+07,   -0.469054845000000E+08,   -0.604334190000000E+08
      155.,    0.132994634000000E+09,    0.130898318000000E+09,    0.159716196000000E+09,    0.687570500000000E+07,   -0.341282140000000E+08,   -0.475171750000000E+08
      156.,    0.152431038000000E+09,    0.149689574000000E+09,    0.167249876000000E+09,    0.817883531250000E+07,   -0.446413120000000E+08,   -0.625182635000000E+08
      157.,    0.134631656000000E+09,    0.130134544000000E+09,    0.159998800000000E+09,    0.668019875000000E+07,   -0.323086340000000E+08,   -0.490055500000000E+08
      158.,    0.154456922000000E+09,    0.149215442000000E+09,    0.167697328000000E+09,    0.808929387500000E+07,   -0.423587080000000E+08,   -0.643738400000000E+08
      159.,    0.135949692000000E+09,    0.129384120000000E+09,    0.159926384000000E+09,    0.636962212500000E+07,   -0.305148900000000E+08,   -0.500989760000000E+08
      160.,    0.156022712000000E+09,    0.148346122000000E+09,    0.167920310000000E+09,    0.772170968750000E+07,   -0.399829290000000E+08,   -0.660752545000000E+08
      161.,    0.136750924000000E+09,    0.128521504000000E+09,    0.160074576000000E+09,    0.589412387500000E+07,   -0.284681940000000E+08,   -0.512869710000000E+08
      162.,    0.157140460000000E+09,    0.147082118000000E+09,    0.167864902000000E+09,    0.705277687500000E+07,   -0.374209860000000E+08,   -0.675042110000000E+08
      163.,    0.137241956000000E+09,    0.127299318000000E+09,    0.159923788000000E+09,    0.510918662500000E+07,   -0.263879650000000E+08,   -0.523071060000000E+08
      164.,    0.157670086000000E+09,    0.145706782000000E+09,    0.167629944000000E+09,    0.618566206250000E+07,   -0.347661315000000E+08,   -0.686457750000000E+08
      165.,    0.137230104000000E+09,    0.126018286000000E+09,    0.159343812000000E+09,    0.422667700000000E+07,   -0.242605650000000E+08,   -0.529719100000000E+08
      166.,    0.157326558000000E+09,    0.144090146000000E+09,    0.166882442000000E+09,    0.506421637500000E+07,   -0.319294527500000E+08,   -0.696743510000000E+08
      167.,    0.136750376000000E+09,    0.124824286000000E+09,    0.158953000000000E+09,    0.337998812500000E+07,   -0.216408780000000E+08,   -0.538460310000000E+08
      168.,    0.156814606000000E+09,    0.142369712000000E+09,    0.166349470000000E+09,    0.394097090625000E+07,   -0.288377782500000E+08,   -0.705496260000000E+08
      169.,    0.136316776000000E+09,    0.123424848000000E+09,    0.158609784000000E+09,    0.242005075000000E+07,   -0.193828335000000E+08,   -0.544638030000000E+08
      170.,    0.155957250000000E+09,    0.140697354000000E+09,    0.165769616000000E+09,    0.285966225000000E+07,   -0.256535535000000E+08,   -0.713370640000000E+08
      171.,    0.135714792000000E+09,    0.122213034000000E+09,    0.158363440000000E+09,    0.171186737500000E+07,   -0.166727427500000E+08,   -0.551773900000000E+08
      172.,    0.154969960000000E+09,    0.139057842000000E+09,    0.165378418000000E+09,    0.193711529687500E+07,   -0.224674715000000E+08,   -0.721670780000000E+08
      173.,    0.135112976000000E+09,    0.120896398000000E+09,    0.158503652000000E+09,    0.115302228125000E+07,   -0.142053817500000E+08,   -0.559879400000000E+08
      174.,    0.154275304000000E+09,    0.137451836000000E+09,    0.165364914000000E+09,    0.116608007812500E+07,   -0.192757107500000E+08,   -0.730395590000000E+08
      175.,    0.134952188000000E+09,    0.119574598000000E+09,    0.159057208000000E+09,    0.624152046875000E+06,   -0.116444887500000E+08,   -0.569788870000000E+08
      176.,    0.154070656000000E+09,    0.135904956000000E+09,    0.165863424000000E+09,    0.604273566406250E+06,   -0.159656417500000E+08,   -0.741437490000000E+08
      177.,    0.135264312000000E+09,    0.118291340000000E+09,    0.159985924000000E+09,    0.320880781250000E+06,   -0.916070275000000E+07,   -0.579409200000000E+08
      178.,    0.154347186000000E+09,    0.134366220000000E+09,    0.166840906000000E+09,    0.258718402343750E+06,   -0.127975378750000E+08,   -0.754085960000000E+08
      179.,    0.135988840000000E+09,    0.117187942000000E+09,    0.161413196000000E+09,    0.209583068603516E+06,   -0.704579212500000E+07,   -0.590140990000000E+08
